626;Lcu.1GRN.3g024070;68c983f411d07e019b1ba51c592d979f;1432;Pfam;PF19055;ABC-2 type transporter;384;434;0.0031;TRUE;10/03/2026;IPR043926;ABC transporter family G domain;GO:0140359;Reactome:R-DDI-1369062|Reactome:R-DDI-1660661|Reactome:R-DDI-189451|Reactome:R-DDI-189483|Reactome:R-DDI-8964058|Reactome:R-DDI-917937|Reactome:R-DDI-9753281|Reactome:R-DDI-9793528|Reactome:R-DME-1369062|Reactome:R-DME-1660661|Reactome:R-DME-189451|Reactome:R-DME-189483|Reactome:R-DME-917937|Reactome:R-DME-9753281|Reactome:R-DME-9793528|Reactome:R-HSA-1369062|Reactome:R-HSA-1660661|Reactome:R-HSA-189451|Reactome:R-HSA-189483|Reactome:R-HSA-2161517|Reactome:R-HSA-5679090|Reactome:R-HSA-5679096|Reactome:R-HSA-8964058|Reactome:R-HSA-9029569|Reactome:R-HSA-917937|Reactome:R-HSA-9725554|Reactome:R-HSA-9753281|Reactome:R-HSA-9793528|Reactome:R-HSA-9818032|Reactome:R-MMU-1369062|Reactome:R-MMU-1660661|Reactome:R-MMU-189451|Reactome:R-MMU-189483|Reactome:R-MMU-8964058|Reactome:R-MMU-917937|Reactome:R-MMU-9753281|Reactome:R-MMU-9793528|Reactome:R-RNO-1369062|Reactome:R-RNO-1660661|Reactome:R-RNO-189451|Reactome:R-RNO-189483|Reactome:R-RNO-917937|Reactome:R-RNO-9753281|Reactome:R-RNO-9793528|Reactome:R-SCE-1369062|Reactome:R-SCE-1660661|Reactome:R-SCE-189451|Reactome:R-SCE-189483|Reactome:R-SCE-8964058|Reactome:R-SCE-917937|Reactome:R-SCE-9753281|Reactome:R-SCE-9793528|Reactome:R-SSC-1660661|Reactome:R-SSC-189451|Reactome:R-SSC-189483|Reactome:R-SSC-917937|Reactome:R-SSC-9753281|Reactome:R-SSC-9793528
442;Lcu.1GRN.2g032920;ef1c6868a1f648696e78ccf191c85daa;159;Pfam;PF00954;S-locus glycoprotein domain;42;152;1.30E-29;TRUE;10/03/2026;IPR000858;S-locus glycoprotein domain;GO:0048544;-
413;Lcu.1GRN.2g047650;3fd011aa95eba9c8f3d08dfa52860f7d;383;Pfam;PF05699;hAT family C-terminal dimerisation region;194;237;0.003;TRUE;10/03/2026;IPR008906;HAT, C-terminal dimerisation domain;GO:0046983;Reactome:R-HSA-4551638
1017;Lcu.1GRN.2g047680;c735c3de9bfdfe5e6fde5108efe91169;395;PANTHER;PTHR31776;ALPHA-L-ARABINOFURANOSIDASE 1;57;341;8.00E-158;TRUE;10/03/2026;IPR051563;Glycosyl Hydrolase Family 51;GO:0046556;-
1105;Lcu.1GRN.2g047680;724448e13405982781d44cdfbb2eab5f;376;PANTHER;PTHR31776;ALPHA-L-ARABINOFURANOSIDASE 1;57;322;1.50E-136;TRUE;10/03/2026;IPR051563;Glycosyl Hydrolase Family 51;GO:0046556;-
1015;Lcu.1GRN.2g047680;c735c3de9bfdfe5e6fde5108efe91169;395;SMART;SM00813;alpha_l_af_c;224;395;1.00E-28;TRUE;10/03/2026;IPR010720;Alpha-L-arabinofuranosidase, C-terminal;GO:0046373|GO:0046556;-
1023;Lcu.1GRN.2g047680;c735c3de9bfdfe5e6fde5108efe91169;395;Pfam;PF06964;Alpha-L-arabinofuranosidase C-terminal domain;234;318;6.60E-13;TRUE;10/03/2026;IPR010720;Alpha-L-arabinofuranosidase, C-terminal;GO:0046373|GO:0046556;-
1103;Lcu.1GRN.2g047680;724448e13405982781d44cdfbb2eab5f;376;SMART;SM00813;alpha_l_af_c;224;376;1.50E-06;TRUE;10/03/2026;IPR010720;Alpha-L-arabinofuranosidase, C-terminal;GO:0046373|GO:0046556;-
601;Lcu.1GRN.2g063220;603b3f38163ac327989af798ac2658a0;994;PANTHER;PTHR48056;LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE-RELATED;232;959;2.10E-251;TRUE;10/03/2026;IPR050647;Plant LRR receptor-like serine/threonine-protein kinases;GO:0033612;-
957;Lcu.1GRN.2g063110;315b1043f4e50827484ad4ffa340b92a;119;ProSitePatterns;PS00191;Cytochrome b5 family, heme-binding domain signature.;74;81;-;TRUE;10/03/2026;IPR018506;Cytochrome b5, heme-binding site;GO:0020037;Reactome:R-BTA-1237044|Reactome:R-BTA-196836|Reactome:R-BTA-9609523|Reactome:R-DME-1614517|Reactome:R-DME-1660661|Reactome:R-DME-196836|Reactome:R-DME-211945|Reactome:R-DME-9609523|Reactome:R-DRE-1237044|Reactome:R-GGA-196836|Reactome:R-GGA-9609523|Reactome:R-HSA-1237044|Reactome:R-HSA-1614517|Reactome:R-HSA-1660661|Reactome:R-HSA-196836|Reactome:R-HSA-203615|Reactome:R-HSA-211945|Reactome:R-HSA-9609523|Reactome:R-MMU-1237044|Reactome:R-MMU-1614517|Reactome:R-MMU-1660661|Reactome:R-MMU-196836|Reactome:R-MMU-203615|Reactome:R-MMU-211945|Reactome:R-MMU-9609523|Reactome:R-RNO-1237044|Reactome:R-RNO-1614517|Reactome:R-RNO-1660661|Reactome:R-RNO-196836|Reactome:R-RNO-203615|Reactome:R-RNO-211945|Reactome:R-RNO-9609523|Reactome:R-SCE-1660661|Reactome:R-SCE-196836|Reactome:R-SCE-75105|Reactome:R-SCE-9609523|Reactome:R-SPO-1660661|Reactome:R-SPO-196836|Reactome:R-SPO-9609523|Reactome:R-SSC-196836|Reactome:R-SSC-9609523|Reactome:R-XTR-1237044
455;Lcu.1GRN.3g024110;79644cea06b9dd191dc52fba8d03b8ce;230;Pfam;PF00657;GDSL-like Lipase/Acylhydrolase;63;211;1.10E-08;TRUE;10/03/2026;IPR001087;GDSL lipase/esterase;GO:0016788;MetaCyc:PWY-1921|MetaCyc:PWY-5835|MetaCyc:PWY-6190|MetaCyc:PWY-6308|MetaCyc:PWY-6322|MetaCyc:PWY-6339|MetaCyc:PWY-6415|MetaCyc:PWY-6558|MetaCyc:PWY-6848|MetaCyc:PWY-7002|MetaCyc:PWY-7352|MetaCyc:PWY-7367|MetaCyc:PWY-7521|MetaCyc:PWY-7599|MetaCyc:PWY-7660|MetaCyc:PWY-7712|MetaCyc:PWY-7713|MetaCyc:PWY-7730|MetaCyc:PWY-7769|MetaCyc:PWY-7982|MetaCyc:PWY-8058|MetaCyc:PWY-8143|MetaCyc:PWY-8247|MetaCyc:PWY-8384|MetaCyc:PWY-8390|MetaCyc:PWY-8391|MetaCyc:PWY-8455|Reactome:R-HSA-1482788|Reactome:R-HSA-975634|Reactome:R-MMU-1482788|Reactome:R-MMU-975634|Reactome:R-RNO-1482788|Reactome:R-RNO-975634
